,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2697,2016-08-11,Albury,4.7,13.4,0.2,,,NW,37.0,W,WNW,13.0,17.0,81.0,57.0,1021.1,1021.2,,5.0,8.5,11.7,No,No
2698,2016-08-12,Albury,0.7,11.6,0.0,,,NW,19.0,,WNW,0.0,13.0,100.0,58.0,1025.6,1021.8,1.0,8.0,4.7,11.0,No,No
2699,2016-08-13,Albury,4.7,15.4,0.6,,,WSW,22.0,ENE,W,6.0,19.0,87.0,60.0,1024.2,1022.5,1.0,6.0,9.7,13.8,No,No
2700,2016-08-14,Albury,4.7,16.6,0.2,,,W,22.0,E,W,6.0,11.0,81.0,56.0,1029.6,1028.1,,1.0,10.0,16.0,No,No
2701,2016-08-15,Albury,2.2,16.8,0.0,,,ENE,19.0,,ESE,0.0,11.0,100.0,56.0,1033.0,1030.1,8.0,1.0,6.5,15.7,No,No
2702,2016-08-16,Albury,1.7,18.5,0.0,,,NNE,24.0,,NNE,0.0,13.0,89.0,54.0,1030.9,1026.3,,,8.6,17.9,No,No
2703,2016-08-17,Albury,6.0,18.0,0.0,,,NE,22.0,,NNE,0.0,15.0,92.0,65.0,1024.8,1022.6,1.0,7.0,10.6,17.3,No,No
2704,2016-08-18,Albury,4.0,19.6,0.0,,,NNE,28.0,SSE,NNE,2.0,15.0,100.0,57.0,1023.8,1019.2,,,9.3,19.4,No,No
2705,2016-08-19,Albury,9.3,16.4,0.0,,,NNE,52.0,NNE,NNW,30.0,24.0,58.0,80.0,1012.9,1009.7,8.0,7.0,15.0,13.2,No,No
2706,2016-08-20,Albury,5.3,12.0,11.0,,,WNW,43.0,WNW,NW,15.0,20.0,86.0,66.0,1016.1,1015.2,8.0,7.0,7.1,11.7,Yes,No
2707,2016-08-21,Albury,5.4,15.4,1.0,,,NW,33.0,NNW,NW,11.0,17.0,83.0,56.0,1020.1,1016.5,8.0,2.0,9.3,14.2,No,No
2708,2016-08-22,Albury,8.4,13.9,0.2,,,SE,31.0,ESE,WSW,11.0,19.0,91.0,79.0,1016.8,1013.9,5.0,8.0,9.5,10.6,No,No
2709,2016-08-23,Albury,4.2,15.7,11.0,,,W,24.0,SE,NNW,11.0,13.0,88.0,56.0,1016.1,1015.2,,,8.3,15.0,Yes,No
2710,2016-08-24,Albury,2.6,12.2,0.0,,,WSW,13.0,SE,SW,6.0,9.0,79.0,71.0,1014.8,1011.0,,8.0,8.4,11.9,No,No
2711,2016-08-25,Albury,3.3,14.1,0.2,,,SW,41.0,NNE,WSW,7.0,26.0,97.0,52.0,1013.2,1012.7,6.0,1.0,7.7,12.5,No,No
2712,2016-08-26,Albury,0.2,13.6,0.0,,,WNW,30.0,ESE,W,7.0,19.0,100.0,50.0,1022.9,1020.5,8.0,1.0,4.0,13.0,No,No
2713,2016-08-27,Albury,0.7,13.5,0.2,,,NW,22.0,SE,NW,4.0,11.0,85.0,53.0,1025.3,1022.7,,8.0,7.0,12.3,No,No
2714,2016-08-28,Albury,2.1,16.9,0.0,,,N,24.0,E,NW,4.0,13.0,89.0,57.0,1024.8,1021.5,7.0,8.0,8.5,16.2,No,No
2715,2016-08-29,Albury,3.4,18.2,0.0,,,NNE,26.0,,N,0.0,9.0,85.0,51.0,1027.6,1024.2,6.0,3.0,10.0,16.5,No,No
2716,2016-08-30,Albury,7.8,15.3,0.0,,,N,37.0,N,SE,7.0,9.0,81.0,72.0,1024.7,1020.0,3.0,8.0,10.6,15.2,No,No
2717,2016-08-31,Albury,10.6,18.4,22.0,,,N,43.0,W,W,15.0,20.0,100.0,66.0,1015.9,1015.4,7.0,6.0,13.9,16.7,Yes,No
2718,2016-09-01,Albury,8.5,16.7,0.4,,,NNE,17.0,,NW,0.0,11.0,96.0,65.0,1020.0,1016.1,8.0,7.0,12.3,15.8,No,No
2719,2016-09-02,Albury,6.1,13.9,0.2,,,SSE,37.0,S,E,6.0,7.0,87.0,76.0,1012.1,1005.6,,8.0,10.1,13.5,No,No
2720,2016-09-03,Albury,9.6,16.6,33.6,,,WNW,48.0,W,W,15.0,31.0,90.0,60.0,1003.4,1008.8,6.0,1.0,11.4,15.1,Yes,No
2721,2016-09-04,Albury,7.7,15.1,0.6,,,NW,26.0,WSW,WNW,20.0,13.0,82.0,66.0,1023.7,1025.4,8.0,7.0,10.8,14.0,No,No
2722,2016-09-05,Albury,4.4,15.9,0.0,,,W,24.0,ESE,WSW,4.0,13.0,93.0,63.0,1031.3,1029.1,8.0,7.0,10.4,14.7,No,No
2723,2016-09-06,Albury,4.4,18.1,0.0,,,NE,15.0,E,ESE,7.0,7.0,100.0,68.0,1030.7,1028.1,8.0,2.0,9.2,17.1,No,No
2724,2016-09-07,Albury,5.5,20.5,0.0,,,E,22.0,,ESE,0.0,7.0,90.0,60.0,1031.2,1027.4,,1.0,12.1,19.7,No,No
2725,2016-09-08,Albury,8.1,20.3,0.0,,,NNE,33.0,ESE,NNE,7.0,17.0,94.0,63.0,1027.2,1021.3,8.0,8.0,12.6,20.1,No,No
2726,2016-09-09,Albury,12.6,17.8,4.0,,,N,50.0,NNE,NE,20.0,20.0,86.0,91.0,1014.8,1009.8,8.0,8.0,15.1,15.7,Yes,No
2727,2016-09-10,Albury,11.2,17.7,17.0,,,W,43.0,W,W,24.0,26.0,91.0,67.0,1012.4,1013.7,8.0,8.0,12.2,16.5,Yes,No
2728,2016-09-11,Albury,3.7,14.9,0.2,,,W,22.0,ENE,NNW,6.0,13.0,81.0,71.0,1021.0,1019.1,,8.0,10.7,13.9,No,No
2729,2016-09-12,Albury,5.1,17.8,0.0,,,WNW,22.0,,WSW,0.0,7.0,86.0,55.0,1022.3,1019.6,,1.0,11.7,17.7,No,No
2730,2016-09-13,Albury,6.9,19.7,0.0,,,NE,31.0,SE,NNE,9.0,19.0,79.0,55.0,1020.6,1016.1,8.0,1.0,12.6,19.0,No,No
2731,2016-09-14,Albury,12.4,16.2,8.6,,,N,46.0,NW,NW,30.0,22.0,84.0,56.0,1009.5,1008.8,7.0,8.0,14.1,15.4,Yes,No
2732,2016-09-15,Albury,8.3,13.6,10.8,,,NNW,39.0,W,NW,17.0,22.0,88.0,72.0,1008.5,1011.0,8.0,7.0,10.0,12.8,Yes,No
2733,2016-09-16,Albury,9.4,16.1,0.4,,,W,31.0,NNW,WNW,2.0,17.0,87.0,56.0,1018.7,1018.1,8.0,8.0,11.7,15.6,No,No
2734,2016-09-17,Albury,4.4,18.2,0.6,,,NNE,26.0,NE,NE,2.0,15.0,86.0,60.0,1022.6,1017.6,,8.0,9.7,17.0,No,No
2735,2016-09-18,Albury,7.1,13.8,1.2,,,SSE,24.0,SE,SSE,6.0,13.0,98.0,94.0,1010.7,1005.9,7.0,8.0,10.7,12.9,Yes,No
2736,2016-09-19,Albury,7.4,15.9,7.4,,,WNW,24.0,SSE,NW,2.0,13.0,81.0,57.0,1013.2,1012.0,8.0,,10.5,14.9,Yes,No
2737,2016-09-20,Albury,5.3,14.9,0.0,,,ENE,26.0,ENE,NE,13.0,13.0,74.0,59.0,1018.1,1015.4,,4.0,11.8,14.3,No,No
2738,2016-09-21,Albury,9.8,16.2,12.8,,,NE,31.0,ESE,ENE,11.0,9.0,96.0,72.0,1009.3,1005.3,8.0,8.0,11.3,15.8,Yes,No
2739,2016-09-22,Albury,9.3,18.8,0.0,,,W,39.0,W,W,24.0,28.0,76.0,61.0,1012.3,1011.5,,4.0,13.2,17.6,No,No
2740,2016-09-23,Albury,4.9,20.5,0.0,,,SE,20.0,S,ESE,7.0,7.0,73.0,48.0,1015.8,1012.0,,,13.3,19.1,No,No
2741,2016-09-24,Albury,8.3,20.5,0.0,,,N,31.0,ESE,WNW,7.0,17.0,83.0,45.0,1012.3,1008.2,6.0,4.0,14.1,20.2,No,No
2742,2016-09-25,Albury,11.0,17.5,3.0,,,W,39.0,,W,0.0,28.0,96.0,55.0,1008.9,1009.5,8.0,,12.4,16.7,Yes,No
2743,2016-09-26,Albury,4.8,15.9,0.0,,,W,33.0,SSW,WNW,7.0,17.0,73.0,52.0,1014.8,1011.9,6.0,7.0,10.6,15.2,No,No
2744,2016-09-27,Albury,7.1,15.2,2.8,,,W,37.0,WNW,W,17.0,22.0,79.0,57.0,1012.9,1012.4,8.0,5.0,9.7,13.8,Yes,No
2745,2016-09-28,Albury,5.3,17.9,1.8,,,NE,31.0,ENE,NE,7.0,19.0,78.0,49.0,1014.6,1007.4,,,13.1,17.2,Yes,No
2746,2016-09-29,Albury,11.1,14.8,20.6,,,WNW,56.0,NNW,N,9.0,24.0,89.0,59.0,993.7,993.1,8.0,8.0,11.8,13.9,Yes,No
2747,2016-09-30,Albury,8.4,13.7,16.2,,,WNW,48.0,S,WNW,2.0,31.0,98.0,84.0,992.9,995.7,8.0,8.0,9.8,11.9,Yes,No
2748,2016-10-01,Albury,9.2,14.9,9.0,,,WNW,46.0,WNW,NW,17.0,20.0,98.0,78.0,1006.2,1007.7,8.0,8.0,11.0,13.5,Yes,No
2749,2016-10-02,Albury,5.9,21.7,0.8,,,NNE,46.0,SE,N,9.0,26.0,86.0,48.0,1012.3,1005.9,,,11.8,21.2,No,No
2750,2016-10-03,Albury,10.8,15.1,12.4,,,NW,59.0,NW,NW,24.0,35.0,76.0,59.0,1000.3,1000.5,1.0,3.0,11.8,13.9,Yes,No
2751,2016-10-04,Albury,8.3,15.0,8.6,,,WSW,67.0,NNW,NW,20.0,33.0,90.0,86.0,1006.9,1002.4,8.0,8.0,9.2,12.9,Yes,No
2752,2016-10-05,Albury,3.5,15.7,7.8,,,WNW,39.0,NNE,W,6.0,22.0,78.0,64.0,1018.3,1017.6,2.0,6.0,8.6,14.2,Yes,No
2753,2016-10-06,Albury,7.0,21.6,0.0,,,N,30.0,NNE,NW,6.0,15.0,72.0,55.0,1021.4,1020.3,,3.0,13.6,20.3,No,No
2754,2016-10-07,Albury,9.0,23.8,0.0,,,N,30.0,SE,NNW,6.0,15.0,86.0,49.0,1019.6,1016.4,,5.0,15.4,23.0,No,No
2755,2016-10-08,Albury,11.8,22.1,0.0,,,W,28.0,SW,E,13.0,7.0,83.0,57.0,1016.6,1016.8,,5.0,14.5,20.3,No,No
2756,2016-10-09,Albury,8.3,20.9,0.0,,,ENE,44.0,ESE,NE,7.0,24.0,76.0,59.0,1019.1,1012.0,,,11.5,18.7,No,No
2757,2016-10-10,Albury,9.6,14.8,6.6,,,WNW,43.0,NNW,NW,9.0,20.0,89.0,75.0,1012.2,1010.6,8.0,,9.9,14.0,Yes,No
2758,2016-10-11,Albury,5.7,14.8,0.6,,,SW,39.0,W,WSW,15.0,22.0,81.0,49.0,1017.3,1016.9,,3.0,7.6,13.7,No,No
2759,2016-10-12,Albury,5.3,16.7,0.2,,,WSW,43.0,WSW,W,6.0,26.0,75.0,59.0,1017.9,1016.5,5.0,8.0,11.6,14.9,No,No
2760,2016-10-13,Albury,6.9,18.5,0.2,,,SE,33.0,SE,SSW,17.0,9.0,57.0,40.0,1023.1,1022.3,,,11.0,16.9,No,No
2761,2016-10-14,Albury,4.2,20.7,0.0,,,WSW,39.0,ESE,SW,9.0,9.0,77.0,50.0,1026.0,1022.7,,1.0,11.0,19.0,No,No
2762,2016-10-15,Albury,5.7,22.4,0.0,,,NNW,35.0,SE,NNE,9.0,17.0,82.0,42.0,1022.4,1017.3,,2.0,12.7,21.3,No,No
2763,2016-10-16,Albury,11.8,24.9,0.0,,,N,63.0,N,N,22.0,22.0,53.0,49.0,1008.7,1003.3,,,19.1,23.9,No,No
2764,2016-10-17,Albury,9.7,17.6,9.6,,,W,39.0,W,W,19.0,22.0,85.0,49.0,1008.7,1009.9,8.0,3.0,10.8,17.0,Yes,No
2765,2016-10-18,Albury,10.1,16.4,0.8,,,NNW,46.0,NNW,WSW,13.0,22.0,82.0,76.0,1012.8,1011.6,8.0,8.0,11.3,14.7,No,No
2766,2016-10-19,Albury,4.7,16.2,2.6,,,WNW,37.0,W,W,13.0,17.0,73.0,48.0,1020.6,1020.6,,2.0,10.0,15.9,Yes,No
2767,2016-10-20,Albury,3.6,19.4,0.2,,,N,28.0,ESE,N,9.0,11.0,78.0,40.0,1023.4,1019.7,,,10.1,18.9,No,No
2768,2016-10-21,Albury,7.4,23.7,0.0,,,WSW,46.0,SE,NNE,9.0,15.0,75.0,48.0,1015.8,1010.9,,,13.3,22.9,No,No
2769,2016-10-22,Albury,6.4,16.2,1.0,,,WSW,57.0,WSW,WSW,19.0,31.0,73.0,47.0,1014.2,1014.5,8.0,,9.5,16.0,No,No
2770,2016-10-23,Albury,3.3,17.6,0.0,,,W,33.0,ESE,WNW,6.0,11.0,67.0,48.0,1022.7,1020.1,,6.0,10.8,16.1,No,No
2771,2016-10-24,Albury,3.6,19.0,0.0,,,SSW,28.0,SSE,WSW,11.0,13.0,67.0,44.0,1021.3,1018.1,,,10.8,18.2,No,No
2772,2016-10-25,Albury,5.3,22.9,0.0,,,NW,30.0,ENE,NNW,7.0,15.0,82.0,40.0,1018.6,1015.3,,1.0,13.0,21.7,No,No
2773,2016-10-26,Albury,12.7,24.6,0.0,,,NNW,37.0,ENE,N,15.0,13.0,52.0,42.0,1013.0,1011.0,1.0,4.0,18.6,23.3,No,No
2774,2016-10-27,Albury,8.2,22.2,0.0,,,W,28.0,NNW,SSE,2.0,7.0,72.0,51.0,1016.3,1014.8,,8.0,13.0,20.1,No,No
2775,2016-10-28,Albury,7.5,23.3,0.0,,,NE,24.0,SSE,ESE,11.0,11.0,65.0,48.0,1018.7,1015.9,,4.0,14.4,21.9,No,No
2776,2016-10-29,Albury,9.3,25.7,0.0,,,N,22.0,SSE,N,6.0,13.0,72.0,42.0,1018.8,1014.1,,,15.8,24.5,No,No
2777,2016-10-30,Albury,14.7,24.3,0.0,,,W,69.0,N,N,28.0,20.0,64.0,68.0,1005.9,1003.5,1.0,8.0,21.9,20.6,No,No
2778,2016-10-31,Albury,5.1,17.0,1.0,,,W,52.0,W,WNW,15.0,17.0,67.0,41.0,1015.9,1014.7,,4.0,9.0,14.8,No,No
2779,2016-11-01,Albury,7.1,18.6,0.0,,,NW,33.0,NNW,W,7.0,17.0,63.0,43.0,1014.3,1011.6,7.0,5.0,11.7,17.1,No,No
2780,2016-11-02,Albury,7.6,19.7,0.0,,,WNW,37.0,WSW,WNW,13.0,20.0,72.0,47.0,1016.1,1016.3,,1.0,13.2,18.2,No,No
2781,2016-11-03,Albury,6.9,23.0,0.0,,,NW,39.0,E,W,9.0,15.0,71.0,42.0,1019.4,1017.2,,,15.0,21.7,No,No
2782,2016-11-04,Albury,7.6,28.2,0.0,,,W,52.0,ENE,WNW,6.0,28.0,70.0,27.0,1015.6,1009.2,,1.0,15.5,27.3,No,No
2783,2016-11-05,Albury,9.6,18.4,0.0,,,W,61.0,W,W,30.0,31.0,57.0,40.0,1010.4,1011.6,8.0,5.0,12.1,16.2,No,No
2784,2016-11-06,Albury,7.9,20.9,0.0,,,W,39.0,W,WSW,20.0,17.0,66.0,43.0,1012.4,1010.9,2.0,1.0,12.8,19.8,No,No
2785,2016-11-07,Albury,8.8,29.4,0.0,,,NNW,50.0,SSE,NNW,4.0,31.0,70.0,22.0,1010.3,1003.7,,3.0,15.8,28.2,No,No
2786,2016-11-08,Albury,11.6,24.9,0.0,,,NW,37.0,NE,WNW,6.0,22.0,64.0,43.0,1006.9,1008.0,2.0,3.0,18.1,24.2,No,No
2787,2016-11-09,Albury,9.7,25.9,0.0,,,WNW,31.0,ESE,W,9.0,15.0,73.0,31.0,1011.5,1007.3,,,17.8,25.3,No,No
2788,2016-11-10,Albury,9.9,24.4,0.0,,,W,48.0,ENE,WSW,2.0,26.0,67.0,36.0,1009.8,1008.6,,1.0,17.6,23.5,No,No
2789,2016-11-11,Albury,7.7,26.9,0.0,,,E,24.0,ESE,NNW,9.0,6.0,67.0,35.0,1011.9,1007.7,,,16.0,26.5,No,No
2790,2016-11-12,Albury,14.1,27.1,8.0,,,WNW,54.0,,W,0.0,26.0,87.0,38.0,1001.3,998.1,8.0,1.0,17.4,26.6,Yes,No
2791,2016-11-13,Albury,11.7,16.0,1.8,,,WNW,56.0,WNW,WNW,19.0,22.0,87.0,88.0,999.4,997.5,8.0,6.0,13.0,12.3,Yes,No
2792,2016-11-14,Albury,11.3,20.9,18.8,,,WSW,46.0,W,WSW,22.0,20.0,80.0,60.0,1005.9,1007.7,8.0,,13.7,19.1,Yes,No
2793,2016-11-15,Albury,6.9,22.9,0.8,,,WSW,33.0,S,WSW,9.0,15.0,61.0,45.0,1017.3,1015.7,,,13.7,21.5,No,No
2794,2016-11-16,Albury,8.9,26.3,0.0,,,SSE,19.0,SSE,SE,4.0,9.0,74.0,22.0,1021.1,1019.6,,,16.8,25.0,No,No
2795,2016-11-17,Albury,11.0,29.3,0.0,,,N,35.0,SE,NNW,11.0,13.0,73.0,34.0,1022.0,1018.2,,1.0,18.7,27.9,No,No
2796,2016-11-18,Albury,14.0,29.9,0.0,,,SSE,22.0,SE,ESE,7.0,13.0,66.0,45.0,1016.1,1013.0,,,21.7,29.1,No,No
2797,2016-11-19,Albury,14.8,31.5,0.0,,,WSW,35.0,S,W,7.0,17.0,74.0,26.0,1016.5,1015.0,,,20.2,30.6,No,No
2798,2016-11-20,Albury,14.6,32.0,0.0,,,NW,72.0,ESE,SE,7.0,15.0,59.0,39.0,1017.9,1014.9,,,22.5,29.8,No,No
2799,2016-11-21,Albury,19.2,36.2,0.8,,,N,54.0,S,N,11.0,20.0,66.0,22.0,1015.6,1010.6,,,23.6,35.3,No,No
2800,2016-11-22,Albury,21.6,26.6,0.0,,,WSW,37.0,WSW,WSW,11.0,11.0,51.0,45.0,1013.5,1013.1,4.0,,23.9,25.8,No,No
2801,2016-11-23,Albury,14.3,21.6,19.2,,,WSW,50.0,WNW,WSW,9.0,28.0,98.0,44.0,1011.8,1010.3,8.0,7.0,14.5,20.2,Yes,No
2802,2016-11-24,Albury,5.9,21.6,0.2,,,WSW,39.0,W,W,9.0,22.0,62.0,38.0,1016.8,1014.0,,1.0,12.7,20.4,No,No
2803,2016-11-25,Albury,8.2,22.0,0.0,,,W,41.0,SW,WSW,15.0,19.0,55.0,41.0,1015.5,1015.1,,,14.7,21.1,No,No
2804,2016-11-26,Albury,7.3,24.5,0.0,,,WSW,35.0,S,W,9.0,20.0,63.0,39.0,1018.1,1015.7,,,14.7,23.6,No,No
2805,2016-11-27,Albury,9.3,28.1,0.0,,,NNW,22.0,ESE,NNE,7.0,19.0,67.0,34.0,1016.7,1014.1,,,18.0,26.7,No,No
2806,2016-11-28,Albury,11.4,29.2,0.0,,,WSW,33.0,ENE,SW,9.0,15.0,56.0,28.0,1014.1,1010.5,,1.0,20.6,28.2,No,No
2807,2016-11-29,Albury,10.8,29.4,0.0,,,NW,33.0,SE,SW,6.0,13.0,62.0,21.0,1011.8,1009.5,1.0,,18.5,27.9,No,No
2808,2016-11-30,Albury,12.9,32.2,0.0,,,WNW,43.0,SE,NW,9.0,22.0,56.0,14.0,1007.9,1004.4,,,22.0,31.0,No,No
2809,2016-12-01,Albury,13.7,30.2,0.0,,,SW,35.0,E,WSW,4.0,15.0,58.0,32.0,1008.0,1005.2,,,20.5,28.5,No,No
2810,2016-12-02,Albury,12.8,30.8,0.0,,,WNW,39.0,SSW,WSW,4.0,24.0,61.0,22.0,1009.3,1009.4,,,20.5,29.9,No,No
2811,2016-12-03,Albury,13.8,31.2,0.0,,,W,37.0,E,W,7.0,20.0,58.0,19.0,1013.8,1012.0,,,21.2,29.8,No,No
2812,2016-12-04,Albury,12.8,32.8,0.0,,,NNW,33.0,ESE,SE,11.0,11.0,46.0,33.0,1013.1,1008.7,,1.0,21.6,31.8,No,No
2813,2016-12-05,Albury,19.3,32.8,0.0,,,WSW,44.0,E,WSW,6.0,28.0,62.0,40.0,1008.5,1007.4,,5.0,25.2,30.9,No,No
2814,2016-12-06,Albury,19.8,26.1,0.0,,,NW,31.0,NNW,WNW,9.0,20.0,72.0,35.0,1011.7,1010.8,,1.0,22.1,24.0,No,No
2815,2016-12-07,Albury,10.0,29.6,0.0,,,SW,43.0,ENE,SE,7.0,11.0,62.0,23.0,1014.6,1011.8,,,19.5,27.8,No,No
