id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews
24086553;Best location in Palermo Soho great apartment;50116965;Rocio;PALERMO;-3.458.391;-5.842.082;Entire home/apt;2093;1;102
24086591;Luminoso departamento cerca del Hospital Italiano;631860;Tom«≠s;ALMAGRO;-3.461.165;-5.842.971;Entire home/apt;1555;3;23
24095230;Best Location and Conexions in Buenos Aires!;17573970;Leonardo;BALVANERA;-346.024;-5.841.007;Entire home/apt;658;2;51
24095757;GAYBNB  -15min from everywhere - Clean & Cosy;61598156;Endee;ALMAGRO;-346.032;-5.842.603;Private room;777;3;31
24096491;SUNNY & UNIQUE: THE LITTLE PALACE IN  RECOLETA;4359233;Eduardo & Greg;RECOLETA;-3.459.656;-5.839.042;Entire home/apt;7474;2;6
24098341;Beautiful House - Subway B;26858224;Paul;VILLA URQUIZA;-3.457.306;-5.846.925;Private room;359;6;3
24100030;ACOSTA AGUILERA;140583383;Acosta;MONSERRAT;-3.460.866;-5.837.925;Entire home/apt;2511;2;0
24100331;Colegiales;181497285;Khalil;COLEGIALES;-3.457.012;-5.844.845;Entire home/apt;299;3;1
24102265;Private Suite on a 2 bedroom apartment;81911665;Miguel;RECOLETA;-3.458.694;-5.840.436;Private room;1375;1;0
24102280;ALQUILER HERMOSO DEPARTAMENTO EN RECOLETA;68689;Maritza;RECOLETA;-3.459.371;-584.056;Entire home/apt;2930;2;4
24102400;Super Luminoso con terraza y subte, Habitacion A;10548078;Andres;BOEDO;-3.462.683;-5.842.177;Private room;2451;6;0
24103991;DODIS LOFT RECOLETA. 6 block from the Cemetery;50854954;Rodri;RECOLETA;-3.458.992;-5.840.017;Entire home/apt;1076;2;45
24105850;ESPECTACULAR STUDIO EN PALERMO SOHO! MUY LUMINOSO!;32101897;Rodolfo Y Narella;PALERMO;-3.458.835;-5.842.131;Entire home/apt;3588;1;16
24105950;cozy room in family house;181552656;Rosi;VILLA MITRE;-3.461.069;-5.847.016;Private room;777;2;0
24106974;Best House In BA w/ hot pool and terrace;1875949;Diego;PALERMO;-3.459.436;-5.842.572;Entire home/apt;29298;4;1
24111383;La MEJOR UBICACION .Hermoso departamento;47371583;Maria Luz;SAN TELMO;-3.462.139;-5.836.903;Entire home/apt;2153;2;7
24112298;Excellent Apt. panoramic view - city and river;174170984;Irene;BELGRANO;-3.456.214;-5.846.077;Entire home/apt;2990;4;0
24114674;Cool and sunny in the heart of Villa Crespo;181629989;Lorena;VILLA CRESPO;-3.459.271;-5.844.341;Entire home/apt;1734;2;25
24118452;Modern apartment in great location;181667860;Delfina;PALERMO;-3.456.989;-5.843.198;Entire home/apt;10464;3;0
24118514;Living dormitorio;58871604;Jerem«as;RETIRO;-3.459.308;-5.837.678;Shared room;299;1;0
24118546;Sunny and nice private room in Palermo (Soho);181668584;Paula;PALERMO;-3.458.594;-5.843.205;Private room;1136;1;47
24120463;Monoambiente en Aguero y las heras para 2 personas;58768663;Florencia;RECOLETA;-3.458.751;-5.839.931;Entire home/apt;1973;1;42
24122046;Tu lugar en Buenos Aires: ambiente en Caballito;9827311;Matias;CABALLITO;-3.462.005;-5.844.146;Entire home/apt;1315;3;44
24124033;Private Suite in GuestHouse 5É?? ∆??Éùœ Located in BA∆??;16509732;Lucas;BALVANERA;-3.460.559;-5.839.412;Private room;1315;2;13
24125747;Studio Flat in Palermo, close to the park & bars;167345119;Fatima;PALERMO;-3.457.936;-5.842.647;Entire home/apt;1794;3;5
24128123;Heart of Buenos Aires;4312860;I«Òaki;SAN NICOLAS;-3.460.165;-5.837.964;Entire home/apt;957;1;112
24129036;Habitacion en Parque Centenario;181774282;Jose Luis;CABALLITO;-34.607;-584.391;Private room;299;3;4
24132423;Cozy Apartment in the middle of Recoleta!;121551830;Owen;RECOLETA;-3.459.374;-584.018;Entire home/apt;2332;3;4
24134171;Estudio en el mejor lugar de la ciudad;1717656;Pablo;RECOLETA;-3.458.674;-5.840.148;Entire home/apt;2990;30;13
24134603;Relax in perfect location in Almagro near Palermo;108670356;Victoria;ALMAGRO;-3.460.321;-584.205;Entire home/apt;1315;28;0
24134825;Chic, Remodeled Studio in the Historic Recoleta District;50022078;Clara;RECOLETA;-3.458.598;-5.840.185;Entire home/apt;2392;2;20
24137028;Colourful sunlit apartment in the heart of BA.;25167654;Maarten;ALMAGRO;-3.460.869;-5.841.803;Entire home/apt;2332;100;0
24137101;Monoambiente en Recoleta;92667605;Marina;RECOLETA;-3.459.361;-5.840.518;Entire home/apt;1734;1;0
24137263;HABIT 12M2. AGRONOMIA. P.CHAS. V. ORTUZAR UN MES;160618985;Gabriela;PARQUE CHAS;-3.458.503;-5.847.508;Private room;598;30;1
24137960;Beautiful & unique apartment in Ca«Òitas for 2-3;50116965;Rocio;PALERMO;-3.456.793;-584.352;Entire home/apt;2093;2;44
24139080;Recoleta Lovely and Modern Apartment;5214839;Graciela;RECOLETA;-3.459.221;-5.839.474;Entire home/apt;2272;3;84
24141247;In-Suite bathroom | Shared kitchen +Great Location;16509732;Lucas;BALVANERA;-3.460.702;-5.839.557;Private room;1315;2;13
24141508;In-Suite Room 5É?? | Best GuestHouse Éùœ BsAs!;16509732;Lucas;BALVANERA;-3.460.509;-5.839.475;Private room;1495;2;12
24148762;Habitaci«¸n Apacible en Buenos Aires III;81543379;Lucia;BALVANERA;-3.461.841;-5.840.749;Private room;1076;2;21
24150175;Excelente Suite en Bosques de Palermo;91868391;Gabriela;PALERMO;-345.757;-5.842.234;Entire home/apt;1973;2;57
24151182;Damian`s House. In GURRUCHAGA' street PALERMO SOHO;28583706;Damian;PALERMO;-3.458.492;-5.842.405;Entire home/apt;1913;1;133
24153729;PAUNERO - Palermo Chico.;24834173;Gaston;PALERMO;-3.458.064;-5.840.788;Entire home/apt;1375;2;12
24154866;Beautiful Private Room! For one or two people;156808299;Pilar;PALERMO;-3.458.366;-5.844.453;Private room;598;1;20
24155379;Cozy Home in Chacarita;2128060;Julia;CHACARITA;-3.459.437;-5.845.078;Entire home/apt;478;25;1
24157868;Impecable Departamento en Coghlan / Belgrano R;93051324;M. Alejandra;COGHLAN;-3.456.634;-5.847.382;Entire home/apt;2810;3;20
24158285;Lo de Martin;182053616;Martin;RETIRO;-345.963;-5.837.373;Private room;1196;1;3
24158286;Lo de Martin;182053616;Martin;RETIRO;-3.459.563;-5.837.305;Private room;1375;1;0
24158287;Lo de Martin;182053616;Martin;SAN NICOLAS;-3.460.346;-5.838.036;Private room;1375;1;17
24158938;Apartamento Casa Charcas;73097295;Gianfranco;PALERMO;-3.458.498;-5.842.236;Entire home/apt;2691;3;2
24159092;Justo Hollywood;669759;Oasis;PALERMO;-3.458.388;-584.335;Entire home/apt;5800;7;3
24159586;Amplio Depto 2 dorm ubicado en Palermo chico;70702546;Alejandro;PALERMO;-3.458.186;-5.841.299;Entire home/apt;2272;4;6
24159779;Design apartment in Chacarita with rooftop;11681258;Juan  Manuel;CHACARITA;-3.458.522;-5.844.792;Entire home/apt;3588;7;1
24160403;Studio moderno y equipado en Palermo Hollywood;60180252;Federico;PALERMO;-3.458.058;-5.843.873;Entire home/apt;718;2;94
24161147;Habitaci«¸n privada + terraza en Villa Crespo.;150426547;Malena;VILLA CRESPO;-3.460.414;-5.844.422;Private room;1674;1;0
24161155;Incredible and Lux Loft in Recoleta Éêã˜èÉêã˜èÉêã˜èÉêã˜èÉêã˜è;1875949;Diego;RECOLETA;-3.459.055;-5.839.618;Entire home/apt;21525;3;20
24162016;Lovely Palermo Loft in Las Ca«Òitas / Palermo !;98080339;Patricio;PALERMO;-3.457.189;-5.843.347;Entire home/apt;2153;21;0
24163136;Duplex en Caballito;79754409;C«∏sar;CABALLITO;-3.461.429;-5.843.721;Entire home/apt;1016;7;2
24163929;HERMOSO DEPARTAMENTO NUEVO EN EL CENTRO DE B.A.;182115110;Marcelo;SAN NICOLAS;-3.460.759;-5.838.754;Entire home/apt;1315;4;89
24175780;Amplio dpto con terraza privada en CA«?ITAS;30243894;Virginia;PALERMO;-3.456.651;-584.336;Entire home/apt;2392;2;4
24181184;Single Room near Downtown - ONLY WOMEN;35554707;Erika;ALMAGRO;-3.460.282;-5.843.084;Private room;419;1;17
24181348;Espacio semi-privado;130829393;Leandro;MONSERRAT;-3.461.579;-5.838.312;Shared room;179;1;4
24181468;Excelente departamento, cerca al Obelisco;182257425;Juan;SAN NICOLAS;-3.460.196;-5.839.004;Entire home/apt;837;4;1
24182549;Metropolitan Midtown :: Excelente y lujoso dpto.;18832485;Fernanda;CHACARITA;-3.458.273;-5.845.085;Entire home/apt;4185;31;0
24182724;Palermo Soho near Plaza Serrano & Botanic Garden;111807108;Nico;PALERMO;-3.458.507;-5.842.687;Private room;1973;9;3
24183494;Studio 717 III;71793018;Melina;SAN NICOLAS;-3.459.992;-5.839.149;Entire home/apt;2272;1;14
24184517;Departamento 2 ambientes Colegiales;182286964;Ramiro;COLEGIALES;-3.458.094;-5.844.931;Entire home/apt;777;1;2
24186650;Magn«fico Departamento Av. Del Libertador y Cavia;182090578;Edgardo;PALERMO;-3.457.779;-5.840.867;Entire home/apt;3707;20;0
24187063;COZY WHITE ROOM IN BIG HOUSE;80484680;B«≠rbara;ALMAGRO;-3.459.942;-5.842.746;Private room;957;4;32
24189834;Bella Home;84351051;Graciela;PALERMO;-3.456.912;-5.842.964;Entire home/apt;2093;6;0
24194376;Departamento en ubicaci«¸n estrat«∏gica;182375982;Anna Maria;RECOLETA;-3.459.253;-5.840.777;Entire home/apt;1375;3;47
24196253;Habitaci«¸n privada en el centro de capital!;81765157;Tam;MONSERRAT;-3.461.171;-583.899;Private room;419;3;73
24197986;Pandora;669759;Oasis;PALERMO;-3.459.256;-5.842.911;Entire home/apt;8371;5;0
24199896;Dante y Compa«Ò«a;161802813;Gabriela;CONSTITUCION;-3.462.061;-5.838.234;Private room;777;1;19
24200517;Borges Place;669759;Oasis;RETIRO;-3.459.552;-5.837.628;Entire home/apt;4783;5;0
24200841;URUGUAY 820 14A;161620551;Guillermo;RECOLETA;-3.459.796;-5.838.752;Entire home/apt;5979;1;3
24201635;URUGUAY 820 14;161620551;Guillermo;RECOLETA;-3.459.796;-5.838.773;Entire home/apt;4783;1;3
24201945;Cozy and bright apartment in the heart of Palermo;8422246;Catleen;PALERMO;-3.459.148;-5.841.586;Entire home/apt;1495;3;2
24202752;Cool brand new Apartment in Palermo Hollywood;15466789;Juan;COLEGIALES;-3.457.822;-5.844.182;Entire home/apt;4484;7;0
24204299;Santos Dumont;8710267;Luz;PALERMO;-3.457.499;-5.843.833;Private room;478;1;1
24205565;One of a Kind 4 Bedroom Palermo Town House;3771282;Max;PALERMO;-3.457.914;-5.843.617;Entire home/apt;20927;3;5
24206190;Aire Serrano;669759;Oasis;PALERMO;-3.459.018;-5.843.237;Entire home/apt;6577;6;8
24206408;Hill Valley;669759;Oasis;PALERMO;-3.458.122;-5.841.379;Hotel room;5142;90;0
24206410;Green Bliss;669759;Oasis;NU•EZ;-3.454.351;-5.846.081;Entire home/apt;8371;4;0
24207367;"""STUDIO VERA"" É?˘ NEXT TO NEW ARENA BUENOS AIRES.";16193812;Paulina;VILLA CRESPO;-3.459.376;-584.417;Entire home/apt;1734;3;22
24207667;PALERMO HOLLYWOOD GRAN DEPTO, MUY BIEN EQUIPADO 4A;45996320;Alfi;PALERMO;-3.458.578;-5.843.731;Entire home/apt;897;14;9
24208306;excelente ubicaci«¸n;182493571;Boris Leonardo;SAN TELMO;-346.187;-583.689;Private room;1794;1;1
24209215;Departamento completo;102873593;Angela;ALMAGRO;-3.459.856;-5.841.325;Private room;2990;7;1
24218088;Hermoso departamento en el coraz«¸n de Buenos Aires;46629057;Florencia;ALMAGRO;-3.460.582;-58.427;Entire home/apt;2153;2;28
24227040;Amazing New Studio! All new & near everything!;157808370;ResidenceGV;BALVANERA;-3.460.886;-5.840.114;Hotel room;4484;2;3
24230187;AMPLIO Y MODERNO DPTO PALERMO!PISCINA Y PARRILLA;21181888;Eliza Y Sergio;PALERMO;-3.459.021;-5.841.696;Entire home/apt;3289;2;100
24232547;A2. BEAUTY ROOM IN THE CENTER Close for all! Share;166533651;Laura & Favio;BALVANERA;-3.461.622;-5.839.802;Shared room;419;1;22
24239294;Apartment in San Crist«¸bal,  Buenos Aires downtown;182754567;Miguel «Ångel;SAN CRISTOBAL;-3.462.197;-5.839.366;Entire home/apt;2093;2;7
24240071;Departamento en recoleta;107070801;Anto;RECOLETA;-3.459.024;-5.840.328;Entire home/apt;478;7;1
24240307;Loft para 4 personas Av. Corrientes A;152995245;Sara;BALVANERA;-3.460.358;-5.840.746;Entire home/apt;2392;1;10
24241254;Loft para 4 personas Av. Corrientes C;152995245;Sara;BALVANERA;-3.460.302;-5.840.639;Entire home/apt;2392;1;8
24246506;Room with Style;182812222;Markus F.;BALVANERA;-3.461.279;-5.839.656;Private room;1495;1;4
24246673;Apartamento nuevo en Palermo;6872637;Danny;PALERMO;-3.457.939;-5.841.241;Entire home/apt;2392;2;55
24247309;Semipiso alto, luminoso, amplio, hermosa vista;3169421;Maia;PALERMO;-345.794;-5.841.509;Entire home/apt;1495;120;0
24248255;Impecable , moderno Departamento.  A estrenar.;9243316;M«¸nica;PALERMO;-3.458.218;-584.086;Entire home/apt;2392;3;2
24248400;Spectacular Palermo Apartment Full Amenities;74490384;Ezequiel;PALERMO;-3.457.668;-5.843.549;Entire home/apt;2392;2;5
24254313;!@!Modern apartment;76347239;Andre;SAN NICOLAS;-3.460.672;-5.837.626;Entire home/apt;1315;1;0
24256123;BEAUTIFUL BUENOS AIRES;182903883;Arte;BELGRANO;-345.575;-5.845.042;Entire home/apt;1495;3;3
24256315;Lujoso departamento Recoleta;27656029;Diego;RECOLETA;-345.873;-5.839.131;Entire home/apt;10165;4;0
24258373;casa limpia;182919975;Maria;PALERMO;-3.458.307;-5.842.381;Private room;179;1;0
24262559;Palermo Hollywood;10541907;Paola;COLEGIALES;-3.457.793;-5.844.081;Entire home/apt;5800;3;13
24263936;Luminosa habitaci«¸n con desayuno en depto moderno;21964821;Nicolas;NU•EZ;-345.474;-5.846.025;Private room;598;1;4
24264027;Dpto popvintage Almagro;4185648;Evangelina;ALMAGRO;-346.076;-5.841.665;Entire home/apt;2392;1;0
24265812;Casa en Barrio Parque;182987512;Lorena;PALERMO;-3.457.793;-5.839.999;Entire home/apt;83709;2;1
24266258;MODERNO DEPTO PALERMO HOLLYWOOD, BIEN EQUIPADO 4B;45996320;Alfi;PALERMO;-3.458.737;-5.843.717;Entire home/apt;897;14;9
24266402;Wow!Superlinda habitaci«¸n en piso de Palermo viejo;4225072;Silvia;PALERMO;-3.459.396;-5.841.486;Private room;1076;2;5
24267061;Een haven van rust in een drukke stad;9144221;Karin;BALVANERA;-3.461.562;-5.840.556;Private room;2392;7;1
24267647;Studio in Palermo SoHo;29638192;Diego;PALERMO;-3.459.187;-5.842.806;Entire home/apt;2392;2;27
24268116;MODERN Studio - HERMOSO Y ACOGEDOR MONO Ambiente;183012593;Nathalie;ALMAGRO;-3.459.847;-5.841.598;Entire home/apt;478;10;8
24270408;Apto. 2 ambientes (peque«Òo) Muy Luminoso - Frente;57673046;Augusto;RECOLETA;-3.459.153;-5.839.464;Entire home/apt;2093;4;2
24271145;Travel Palermo Hollywood 2;3798658;Natacha;PALERMO;-3.457.884;-5.843.062;Entire home/apt;957;1;65
24279233;Historical Tango House. 5 Rooms Apartment 11 camas;59023663;Maria Julia;BALVANERA;-3.460.664;-5.839.562;Entire home/apt;3049;2;33
24279301;Apartamento en torre en el barrio de Congreso;20907069;Angie;SAN NICOLAS;-3.460.848;-5.838.627;Entire home/apt;3707;19;9
24280582;Historical Tango House - 3 habitaciones + 2 ba«Òos;59023663;Maria Julia;BALVANERA;-3.460.609;-5.839.376;Entire home/apt;10763;3;1
24281908;Departamento para hu«∏spedes.;183146425;Hern«≠n;CABALLITO;-3.461.308;-5.843.088;Entire home/apt;897;2;14
24282558;Departamento de categor«a en Altos de Recoleta;106743230;Marina Fernanda;RECOLETA;-3.459.103;-5.839.468;Entire home/apt;2392;5;1
24283126;Palermo Soho, Hermoso departamento,A ESTRENAR!!.;182977432;Luis Alejandro;PALERMO;-3.458.882;-5.843.389;Entire home/apt;2691;2;71
24283760;Beautiful apartment right in the heart of the city;53455177;Federico;RETIRO;-3.459.555;-5.837.514;Entire home/apt;3528;3;33
24285097;Moderno estudio en el coraz«¸n de Palermo Hollywood;869356;Natalia;PALERMO;-3.458.103;-5.844.219;Entire home/apt;2392;2;24
24285640;Live like a local-Private Room- Calm Neighbourhood;116125061;Eric;VERSALLES;-3.462.996;-5.851.891;Private room;2212;2;0
24286066;C«≠lido Monoambiente en Buenos Aires;92889717;Hern«≠n;BALVANERA;-3.460.792;-5.839.782;Entire home/apt;1495;4;24
24286148;Exclusive Studio in Palermo Hollywood;35977712;Iris;PALERMO;-3.458.228;-5.843.363;Entire home/apt;4783;1;4
24287850;Departamento at«pico, s«ßper silencioso sobre avda;183211284;Jacqueline;SAN CRISTOBAL;-3.461.942;-5.839.451;Entire home/apt;1076;3;30
24297703;Triplex apartment with outside terrace and BBQ;183296019;Eric;BALVANERA;-3.460.599;-5.839.555;Private room;3289;2;8
24298034;Artist Studio Apartment Belgrano BA;63960081;Damian;BELGRANO;-3.455.757;-584.599;Entire home/apt;2990;4;5
24298977;URUGUAY 820 4A;161620551;Guillermo;RECOLETA;-3.459.822;-5.838.775;Entire home/apt;4783;1;5
24299994;Lovely place,well located.;30594122;Clementina;BARRACAS;-346.278;-5.837.322;Private room;897;1;11
24301667;Essence Libertador Mini Studio w/balcony, Belgrano;183324648;Siana;BELGRANO;-345.503;-5.845.143;Entire home/apt;1794;3;54
24303832;Departamento 2 Amb en Villa Crespo/Caballito;179442476;Sebasti«≠n;VILLA CRESPO;-3.460.663;-5.844.441;Entire home/apt;718;1;2
24305761;Excelente 2 amb. Moderno en el coraz«¸n de Almagro;122587703;Julia;ALMAGRO;-3.460.061;-5.841.835;Shared room;957;1;0
24310891;Habitaci«¸n c/ba«Òo privado + terraza. Villa Crespo.;150426547;Malena;VILLA CRESPO;-3.460.378;-5.844.335;Private room;1256;1;6
24311923;C«ÅLIDO Y LUMINOSO MONOAMBIENTE EN RECOLETA!;53737510;Uchi;RECOLETA;-3.459.645;-5.839.524;Entire home/apt;1674;2;44
24312325;Depto. 2 amb Palermo Chico;183418286;Rosa;PALERMO;-345.784;-5.841.337;Entire home/apt;1136;7;1
24312427;Loft in the heart of Recoleta;115695703;Tom«≠s;RECOLETA;-3.459.035;-5.839.383;Entire home/apt;2153;2;4
24324738;cuqui;57542044;Aida;SAN NICOLAS;-3.460.698;-5.838.113;Entire home/apt;1794;4;0
24329988;room in exceptional house;42491960;Paule;PARQUE PATRICIOS;-3.464.098;-5.840.729;Private room;2093;3;0
24330088;Depto Palermo,Hipodromo-Rosedal-Sanatorio Trinidad;54094790;Mara;PALERMO;-3.457.208;-5.842.221;Entire home/apt;2990;2;0
24330793;Habitaci«¸n con balc«¸n terraza;183190313;Patricia;PALERMO;-3.459.658;-5.841.652;Private room;897;5;5
24332939;Justo entre Belgrano y Palermo, limpio y c«¸modo.;31506890;Mar«a Cristina;PALERMO;-3.456.755;-5.844.599;Private room;777;2;20
24334581;PALERMO HOLLYWOOD APTO CON PISCINA -ZONA TURISTICA;183601845;Natalia;PALERMO;-3.458.119;-5.843.224;Entire home/apt;1555;30;2
24335615;Lola's Home;351811;Myriam Beatriz;SAN TELMO;-3.461.898;-5.837.495;Entire home/apt;2093;2;0
24336467;HABITACI«?N PRIVADA EN HOSPEDAJE - CASA ANTIGUA;56524951;Fernando;BOEDO;-3.462.348;-5.842.189;Private room;538;1;4
24336720;Ardustrial from Palermo;48432893;Nicolas;PALERMO;-3.458.024;-5.842.789;Entire home/apt;897;14;21
24345489;Luxury Las Ca«Òitas - Palermo;150621418;Ezequiel;PALERMO;-3.457.216;-584.324;Entire home/apt;3588;1;7
24347401;Studio en Palermo;7186850;Claudia;PALERMO;-3.458.113;-5.844.227;Entire home/apt;2990;2;3
24350487;Just the ROOM I want to study, read & rest!!;21812808;Marcela;BELGRANO;-3.456.138;-5.844.889;Private room;1076;3;14
24350981;Alegre y Luminoso departamento en Palermo;493812;Juan Cruz;PALERMO;-3.457.878;-5.840.469;Entire home/apt;8909;2;25
24351301;Private room in Recoleta (2);11268374;Lu;RECOLETA;-3.459.032;-5.839.408;Private room;658;5;9
24352871;Departamento en exclusiva torre con amenities de Puerto Madero;10581724;Melisa;PUERTO MADERO;-3.460.329;-5.836.372;Entire home/apt;7175;2;28
24355390;JEAN JAURES PLAZA;183782971;Gladys;RECOLETA;-3.459.689;-5.840.538;Entire home/apt;957;3;3
24357965;CLASSICALLY STYLISH  STUDIO in  AUTHENTIC RECOLETA;3735662;Laura;RECOLETA;-3.459.173;-5.838.936;Entire home/apt;1495;2;12
24368942;Viv« en Recoleta;75222354;Vale;RECOLETA;-3.458.834;-5.839.362;Entire home/apt;2870;3;27
24368985;Bright Private Room in Classic Palermo Apartment;55558607;Juan;PALERMO;-3.458.917;-5.841.284;Private room;957;2;8
24370488;Downtown Studio Buenos Aires;183914731;Mar«a In«∏s;BALVANERA;-3.460.156;-5.839.266;Entire home/apt;2571;2;30
24371114;Torre  Bellini Esmeralda;183922117;Anabel;RETIRO;-3.459.814;-5.837.928;Entire home/apt;5680;2;0
24376257;Habitacion privada  para mujer en capital federal;183965002;Rossana Marisa;CABALLITO;-3.462.191;-584.482;Private room;598;1;13
24377956;Campamentos urbanos  6 R;33782736;Diego/ Oscar;BALVANERA;-3.460.342;-5.839.853;Entire home/apt;1794;2;2
24380326;Precioso 2 amb en el coraz«¸n de Recoleta;3382181;Violeta;RECOLETA;-345.886;-5.840.209;Entire home/apt;1196;1;2
24384359;Cozy private apartment with terrace;17976471;Olga;RECOLETA;-3.458.742;-58.388;Entire home/apt;2033;3;1
24387360;Departamento moderno - Palermo Soho;184065372;Enrique;PALERMO;-3.458.644;-5.842.351;Entire home/apt;1734;3;16
24387375;Departamento en Almagro - Duplex;70140114;Maria;ALMAGRO;-3.459.807;-5.842.616;Entire home/apt;478;6;1
24387777;Casa Canning - Habitaci«¸n en Villa Crespo;116240520;Karina;VILLA CRESPO;-3.460.104;-5.843.979;Private room;598;4;6
24390577;Department in Recoleta! The best location !!!;184092569;Graciela;RECOLETA;-3.459.558;-5.839.424;Entire home/apt;1016;3;13
24392218;Riobamba Tower;16000925;Kristoffer;RECOLETA;-3.459.919;-583.941;Entire home/apt;4066;7;0
24395758;Departamento Buenos Aires  2 ambientes;118830672;Ana;COLEGIALES;-3.457.553;-5.844.695;Entire home/apt;3946;7;0
24405940;San Telmo, comfortable between Tango and vanguard;149122466;Alfredo;MONSERRAT;-3.461.245;-5.836.783;Entire home/apt;2212;2;81
24408007;SUNNY + PRIVATE PARKING + UNIQUE VIEW in RECOLETA;2638657;Brian;RECOLETA;-345.882;-5.839.578;Entire home/apt;4185;2;54
24413617;Casa compartida en Recoleta;184320857;Natalia;RECOLETA;-3.459.508;-5.840.926;Shared room;239;1;0
24421292;Private Studio with great views;1638546;Maria Paula;MONSERRAT;-3.461.007;-583.869;Private room;598;2;5
24422040;Warm modern aparment, perfect for summer. Recoleta;184402379;Santiago;RECOLETA;-3.459.677;-5.840.785;Entire home/apt;3289;2;46
24422276;Jungle Apartment!;27965132;CleopatraÉ??s House!;PALERMO;-3.459.178;-5.842.692;Private room;1196;1;4
24425893;Excelente Monoambiente en Palermo;86507080;Santiago;PALERMO;-3.458.647;-5.841.769;Entire home/apt;1375;3;13
24427419;Chez Olivia;184447986;Olivia;PALERMO;-3.457.344;-5.843.174;Entire home/apt;3408;1;95
24428769;Departamento Studio Palermo Queen;170619617;Graciela;VILLA CRESPO;-3.459.386;-5.844.107;Entire home/apt;1315;5;17
24430611;*Palermo Wine Home*;184489354;Florencia;PALERMO;-3.457.904;-5.843.174;Entire home/apt;957;3;8
24432694;Luminoso dos ambientes en el coraz«¸n de BA;107121978;Alma;SAN NICOLAS;-3.460.768;-5.839.044;Entire home/apt;1674;1;1
24439407;2 Amb. Y medio Recoleta.;49211202;Santiago;RECOLETA;-3.459.702;-5.839.518;Entire home/apt;2990;180;0
24441801;Deluxe Loft in San telmo II;101359335;Ana E Ivo;SAN TELMO;-346.265;-583.732;Entire home/apt;6876;3;17
24442789;depto pb a la calle  palermo hollywood amoblado;175441864;Javier;PALERMO;-3.457.861;-5.843.045;Entire home/apt;1555;5;35
24449339;A1. BEAUTY ROOM IN THE CENTER Close for all! Share;166533651;Laura & Favio;BALVANERA;-3.461.664;-5.839.771;Shared room;598;1;20
24451600;Air Porte«Òo;121257861;Ariel;BALVANERA;-3.461.091;-5.839.333;Entire home/apt;1076;4;25
24451707;Me gusta Buenos Aires;75809187;Marcela;BELGRANO;-3.456.267;-5.846.194;Entire home/apt;1435;3;24
24452674;Departamento NUEVO en Palermo;184681401;Juan Manuel;PALERMO;-3.457.527;-5.843.855;Entire home/apt;1555;3;58
24453965;The room with the cool view :);183919070;Natalia;BALVANERA;-3.461.162;-5.840.777;Private room;1016;2;0
24456066;Loft nuevo de 60 m2 s«ßper trendy en San Telmo!;167056546;Esteban;SAN TELMO;-3.461.733;-5.837.667;Entire home/apt;3588;1;100
24464980;Maip«ß y Av. C«¸rdoba  2;126263944;Pedro;SAN NICOLAS;-3.459.918;-5.837.738;Entire home/apt;1076;1;39
24465109;El lugar que buscas en Microcentro !!!;80741970;Mara;SAN NICOLAS;-3.459.997;-5.837.304;Entire home/apt;3408;1;25
24465401;Incre«ble Loft en San Telmo. Disfr«ßtelo;101359335;Ana E Ivo;SAN TELMO;-346.252;-5.837.152;Entire home/apt;8969;3;16
24466184;Modern Premium in the heart of  PALERMOSOHO -310-;20905593;Lucas;PALERMO;-345.836;-5.842.294;Entire home/apt;2930;1;18
24469712;MOOD PALERMO;184776614;Julian;PALERMO;-3.457.953;-5.842.411;Entire home/apt;1495;3;63
24471640;Palermo Soho-Studio with Gym, Pool & Security 7x24;184839664;Maria Y Barbara;PALERMO;-3.458.436;-584.246;Entire home/apt;2930;2;49
24472449;BOT«ÅNICO y ZOO de Buenos Aires;184834645;Ana;PALERMO;-3.458.399;-5.842.108;Entire home/apt;2990;3;7
24472769;Loft en la boca;121234718;Federico;BOCA;-3.462.717;-583.611;Entire home/apt;5381;5;0
24473080;Calidez;182999585;Emmanuel;BELGRANO;-345.587;-5.844.583;Shared room;897;1;19
24473379;Dream apartment in the heart of Palermo Soho;184854734;Marcela;PALERMO;-3.458.833;-5.842.876;Entire home/apt;3887;5;11
24474328;Your home BA, best place for joy & happiness;2710876;Maximiliano;PALERMO;-3.457.302;-5.842.198;Entire home/apt;4066;7;3
24474522;monoambiente en monserrat;184866005;Loreley;MONSERRAT;-3.461.412;-5.838.376;Entire home/apt;1196;3;29
24474582;Complejo Ugarte.monoambiente muy luminoso;184688263;Santiago;BELGRANO;-345.539;-5.845.858;Entire home/apt;1196;7;16
24477571;lease don't contact me before you make reservation;184899465;Li;PALERMO;-345.925;-5.843.161;Entire home/apt;4604;1;1
24483685;Habitaci«¸n privada en Palermo;95595132;Adri;PALERMO;-3.458.613;-5.842.027;Private room;658;2;53
24485064;Cozy Recoleta Apartment;17926698;Diego;RECOLETA;-3.458.647;-5.840.041;Entire home/apt;2033;3;4
24489763;Sofa cama en departamento compartido;127677424;Juanfri;ALMAGRO;-3.460.192;-5.841.828;Shared room;359;1;1
24489825;Rock & Dread;669759;Oasis;PALERMO;-345.874;-5.843.894;Hotel room;3528;6;0
24491055;Estadia inolvidable en bonito cuarto SOLO MUJERES;183396245;Silvana;COLEGIALES;-3.457.437;-5.845.204;Private room;419;7;15
